date,time,srcIP,destIP,port,flow
2016/4/21,03:15:04,202.120.77.25,5.150.217.135,80,18732
2016/4/14,21:23:18,202.120.64.185,5.150.217.135,25,83681
2016/4/22,07:45:24,202.120.49.135,5.150.217.135,80,23277
2016/4/22,23:21:37,202.120.46.175,5.150.217.135,25,74734
2016/4/4,10:29:45,202.120.40.147,5.150.217.135,80,67169
2016/4/6,02:22:30,202.120.3.84,5.150.217.135,443,51608
2016/4/1,01:59:21,202.120.252.143,5.150.217.135,8080,21672
2016/4/12,21:41:55,202.120.247.45,5.150.217.135,25,41305
2016/4/23,10:32:13,202.120.235.63,5.150.217.135,25,48753
2016/4/1,15:17:29,202.120.156.90,5.150.217.135,80,63638
2016/4/23,14:09:16,202.120.138.105,5.150.217.135,80,80542
2016/4/22,06:48:34,202.120.102.208,5.150.217.135,443,24167
2016/4/24,14:45:57,202.120.82.99,49.65.155.233,25,27246
2016/4/6,09:16:19,202.120.63.228,49.65.155.233,80,70062
2016/4/9,07:30:04,202.120.38.78,49.65.155.233,443,18668
2016/4/3,09:38:44,202.120.30.48,49.65.155.233,80,84494
2016/4/19,15:55:01,202.120.29.76,49.65.155.233,8080,56931
2016/4/30,10:20:38,202.120.27.205,49.65.155.233,25,11791
2016/4/29,03:51:24,202.120.230.70,49.65.155.233,25,17341
2016/4/7,18:44:11,202.120.23.37,49.65.155.233,8080,12254
2016/4/18,06:41:48,202.120.198.134,49.65.155.233,8080,61336
2016/4/8,06:25:55,202.120.171.118,49.65.155.233,25,52281
2016/4/21,07:13:52,202.120.165.158,49.65.155.233,443,74451
2016/4/24,18:35:23,202.120.163.4,49.65.155.233,8080,13938
2016/4/1,10:22:02,202.120.157.246,49.65.155.233,80,70947
2016/4/12,20:22:51,202.120.142.205,49.65.155.233,8080,79892
2016/4/22,11:56:05,202.120.134.212,49.65.155.233,8080,74962
2016/4/20,20:35:04,202.120.12.67,49.65.155.233,25,70952
2016/4/26,07:21:53,202.120.11.178,49.65.155.233,8080,59742
2016/4/3,17:56:11,202.120.105.116,49.65.155.233,80,95433
2016/4/20,15:16:55,202.120.101.183,49.65.155.233,8080,84900
2016/4/2,10:26:30,202.120.74.29,47.205.138.101,8080,67355
2016/4/27,15:07:01,202.120.65.46,47.205.138.101,25,88120
2016/4/18,16:04:15,202.120.59.110,47.205.138.101,25,3455
2016/4/8,19:56:20,202.120.51.65,47.205.138.101,25,74511
2016/4/28,10:27:08,202.120.48.40,47.205.138.101,80,38711
2016/4/24,01:08:05,202.120.249.240,47.205.138.101,443,25225
2016/4/13,08:58:46,202.120.243.75,47.205.138.101,25,22259
2016/4/15,07:49:29,202.120.24.136,47.205.138.101,8080,74004
2016/4/9,01:54:25,202.120.233.34,47.205.138.101,25,9144
2016/4/20,20:05:34,202.120.233.178,47.205.138.101,25,44450
2016/4/30,05:50:49,202.120.218.120,47.205.138.101,80,68125
2016/4/20,20:34:40,202.120.164.78,47.205.138.101,8080,35219
2016/4/15,20:06:06,202.120.152.58,47.205.138.101,80,29814
2016/4/7,11:43:26,202.120.119.176,47.205.138.101,25,47636
2016/4/5,09:52:57,202.120.94.75,45.30.21.100,443,3371
2016/4/18,15:51:33,202.120.94.189,45.30.21.100,25,36145
2016/4/16,20:14:32,202.120.93.19,45.30.21.100,8080,71256
2016/4/8,17:36:05,202.120.92.26,45.30.21.100,80,35720
2016/4/30,22:23:38,202.120.87.140,45.30.21.100,443,82343
2016/4/7,03:23:06,202.120.78.26,45.30.21.100,8080,83463
2016/4/5,13:34:33,202.120.73.137,45.30.21.100,25,20571
2016/4/27,21:51:51,202.120.53.194,45.30.21.100,80,4159
2016/4/6,09:43:58,202.120.52.206,45.30.21.100,25,17995
2016/4/17,23:32:51,202.120.50.180,45.30.21.100,443,37627
2016/4/27,06:31:31,202.120.45.214,45.30.21.100,8080,59175
2016/4/13,17:29:16,202.120.36.229,45.30.21.100,25,41626
2016/4/29,10:43:40,202.120.35.206,45.30.21.100,443,21395
2016/4/20,09:14:36,202.120.250.198,45.30.21.100,443,33058
2016/4/26,13:13:34,202.120.238.204,45.30.21.100,80,97143
2016/4/24,22:28:21,202.120.217.224,45.30.21.100,80,16404
2016/4/24,12:49:48,202.120.21.206,45.30.21.100,25,32904
2016/4/13,22:11:31,202.120.185.224,45.30.21.100,443,31262
2016/4/28,13:28:02,202.120.183.237,45.30.21.100,25,72445
2016/4/15,05:04:45,202.120.17.176,45.30.21.100,25,82331
2016/4/9,12:37:50,202.120.143.106,45.30.21.100,80,12804
2016/4/19,12:04:32,202.120.137.134,45.30.21.100,443,58154
2016/4/10,05:14:29,202.120.110.58,45.30.21.100,443,47222
2016/4/1,15:40:52,202.120.104.182,45.30.21.100,25,57295
2016/4/23,17:18:47,202.120.94.66,39.214.76.10,8080,48940
2016/4/8,11:46:17,202.120.79.124,39.214.76.10,8080,50003
2016/4/1,00:46:57,202.120.64.25,39.214.76.10,25,87837
2016/4/13,03:13:04,202.120.62.16,39.214.76.10,8080,4935
2016/4/24,17:33:47,202.120.49.172,39.214.76.10,25,6194
2016/4/8,08:17:41,202.120.39.61,39.214.76.10,8080,5959
2016/4/23,00:36:24,202.120.236.33,39.214.76.10,8080,24334
2016/4/18,08:55:28,202.120.232.121,39.214.76.10,443,14385
2016/4/1,14:56:55,202.120.229.162,39.214.76.10,80,15707
2016/4/5,04:48:29,202.120.209.99,39.214.76.10,25,13127
2016/4/15,09:47:36,202.120.185.164,39.214.76.10,443,1249
2016/4/16,16:28:45,202.120.176.24,39.214.76.10,443,73596
2016/4/7,03:27:18,202.120.17.182,39.214.76.10,25,35162
2016/4/30,14:58:21,202.120.143.101,39.214.76.10,443,70751
2016/4/6,00:20:23,202.120.136.236,39.214.76.10,25,25166
2016/4/5,11:23:01,202.120.128.32,39.214.76.10,443,15749
2016/4/16,09:16:28,202.120.80.59,39.192.217.150,25,12753
2016/4/20,11:32:25,202.120.79.148,39.192.217.150,80,15297
2016/4/13,15:11:36,202.120.74.137,39.192.217.150,80,74752
2016/4/13,02:25:11,202.120.48.154,39.192.217.150,443,47235
2016/4/2,18:41:10,202.120.4.164,39.192.217.150,443,23265
2016/4/5,17:08:24,202.120.252.112,39.192.217.150,25,27546
2016/4/24,22:29:15,202.120.226.194,39.192.217.150,25,76443
2016/4/9,12:52:32,202.120.208.61,39.192.217.150,25,87585
2016/4/18,19:44:31,202.120.20.45,39.192.217.150,25,27037
2016/4/5,08:04:46,202.120.198.186,39.192.217.150,443,11123
2016/4/29,07:32:19,202.120.191.178,39.192.217.150,443,70941
2016/4/3,15:43:09,202.120.187.143,39.192.217.150,25,17616
2016/4/18,12:21:22,202.120.170.45,39.192.217.150,443,99427
2016/4/23,20:31:42,202.120.157.20,39.192.217.150,8080,44655
2016/4/10,05:06:34,202.120.153.161,39.192.217.150,443,71481
2016/4/16,22:52:34,202.120.126.18,39.192.217.150,443,83077
2016/4/30,10:13:27,202.120.114.203,39.192.217.150,25,4844
2016/4/23,20:37:02,202.120.89.238,39.116.136.175,8080,74823
2016/4/11,07:41:38,202.120.87.248,39.116.136.175,25,4895
2016/4/20,15:54:55,202.120.85.219,39.116.136.175,8080,19058
2016/4/7,13:02:32,202.120.80.181,39.116.136.175,80,2594
2016/4/7,13:07:43,202.120.60.221,39.116.136.175,8080,960
2016/4/14,15:52:39,202.120.56.205,39.116.136.175,80,27847
2016/4/13,01:35:53,202.120.45.38,39.116.136.175,25,32793
2016/4/2,22:29:26,202.120.29.77,39.116.136.175,8080,89770
2016/4/6,01:38:55,202.120.26.66,39.116.136.175,80,61513
2016/4/16,21:06:05,202.120.24.163,39.116.136.175,25,90774
2016/4/30,14:32:30,202.120.237.22,39.116.136.175,80,54804
2016/4/30,02:10:58,202.120.203.6,39.116.136.175,25,25314
2016/4/16,20:39:53,202.120.187.45,39.116.136.175,443,64666
2016/4/28,21:41:03,202.120.187.222,39.116.136.175,25,11729
2016/4/6,04:17:35,202.120.181.214,39.116.136.175,8080,29074
2016/4/25,23:04:07,202.120.174.203,39.116.136.175,8080,41968
2016/4/20,13:14:55,202.120.173.51,39.116.136.175,8080,65842
2016/4/5,05:18:08,202.120.166.132,39.116.136.175,443,39560
2016/4/6,04:51:49,202.120.156.93,39.116.136.175,80,61419
2016/4/26,18:12:56,202.120.129.108,39.116.136.175,443,23398
2016/4/8,02:04:18,202.120.129.106,39.116.136.175,80,4526
2016/4/3,04:42:30,202.120.121.43,39.116.136.175,80,27403
2016/4/17,06:17:28,202.120.119.90,39.116.136.175,80,24629
2016/4/23,12:42:49,202.120.9.32,38.23.21.180,8080,36897
2016/4/3,04:59:35,202.120.81.130,38.23.21.180,8080,88420
2016/4/3,09:55:46,202.120.64.214,38.23.21.180,443,74598
2016/4/17,09:57:44,202.120.47.211,38.23.21.180,25,65041
2016/4/2,20:49:47,202.120.44.10,38.23.21.180,443,3219
2016/4/8,07:23:04,202.120.256.7,38.23.21.180,25,44871
2016/4/14,00:11:51,202.120.23.186,38.23.21.180,443,42618
2016/4/17,09:02:19,202.120.207.184,38.23.21.180,80,93873
2016/4/8,16:10:44,202.120.200.213,38.23.21.180,25,35958
2016/4/19,11:53:53,202.120.196.161,38.23.21.180,25,9116
2016/4/28,00:46:53,202.120.194.234,38.23.21.180,80,97907
2016/4/26,17:55:59,202.120.185.180,38.23.21.180,443,4514
2016/4/25,03:42:26,202.120.18.132,38.23.21.180,25,4277
2016/4/1,00:46:28,202.120.156.20,38.23.21.180,80,70951
2016/4/22,06:39:55,202.120.153.58,38.23.21.180,25,75594
2016/4/12,19:25:39,202.120.129.2,38.23.21.180,80,65023
2016/4/28,10:54:33,202.120.109.16,38.23.21.180,8080,84963
2016/4/18,13:02:37,202.120.89.67,35.19.6.206,443,84690
2016/4/26,02:26:13,202.120.82.66,35.19.6.206,80,24285
2016/4/17,15:03:39,202.120.74.58,35.19.6.206,443,18306
2016/4/21,21:02:50,202.120.57.219,35.19.6.206,443,73904
2016/4/9,22:11:11,202.120.46.49,35.19.6.206,443,35923
2016/4/3,04:04:47,202.120.29.68,35.19.6.206,8080,94878
2016/4/17,18:28:51,202.120.252.9,35.19.6.206,8080,93168
2016/4/2,00:29:51,202.120.244.30,35.19.6.206,80,3311
2016/4/22,05:09:51,202.120.20.235,35.19.6.206,25,5205
2016/4/22,10:09:11,202.120.193.194,35.19.6.206,8080,72295
2016/4/11,00:02:50,202.120.164.48,35.19.6.206,8080,31222
2016/4/7,01:51:30,202.120.16.48,35.19.6.206,25,83946
2016/4/15,06:18:03,202.120.149.185,35.19.6.206,25,49876
2016/4/26,11:24:03,202.120.149.179,35.19.6.206,25,98308
2016/4/22,10:54:00,202.120.124.102,35.19.6.206,80,17850
2016/4/13,13:51:27,202.120.122.124,35.19.6.206,443,43990
2016/4/7,08:01:48,202.120.114.256,35.19.6.206,80,68924
2016/4/1,21:44:23,202.120.112.40,35.19.6.206,80,75307
2016/4/3,00:10:29,202.120.10.185,35.19.6.206,8080,93955
2016/4/20,22:25:28,202.120.94.15,33.245.6.131,80,74467
2016/4/3,02:26:15,202.120.93.225,33.245.6.131,25,70586
2016/4/27,19:21:48,202.120.92.53,33.245.6.131,80,52023
2016/4/6,16:15:06,202.120.78.13,33.245.6.131,80,46873
2016/4/18,16:15:39,202.120.71.74,33.245.6.131,8080,70886
2016/4/4,02:53:48,202.120.64.225,33.245.6.131,80,15201
2016/4/15,07:08:36,202.120.63.74,33.245.6.131,80,1996
2016/4/10,06:44:58,202.120.63.185,33.245.6.131,8080,75021
2016/4/6,22:43:31,202.120.61.47,33.245.6.131,80,37862
2016/4/15,03:04:31,202.120.6.161,33.245.6.131,443,83085
2016/4/5,19:30:25,202.120.37.150,33.245.6.131,80,74382
2016/4/19,08:09:13,202.120.237.221,33.245.6.131,80,17610
2016/4/17,19:54:22,202.120.223.179,33.245.6.131,8080,46513
2016/4/24,22:32:38,202.120.215.67,33.245.6.131,25,74098
2016/4/22,00:30:58,202.120.212.159,33.245.6.131,25,48151
2016/4/28,12:43:07,202.120.205.154,33.245.6.131,8080,71672
2016/4/10,20:38:06,202.120.204.93,33.245.6.131,8080,58090
2016/4/14,16:49:29,202.120.193.220,33.245.6.131,25,58920
2016/4/28,04:24:01,202.120.190.71,33.245.6.131,443,20638
2016/4/27,09:42:14,202.120.183.171,33.245.6.131,8080,68732
2016/4/4,15:12:03,202.120.181.0,33.245.6.131,25,88077
2016/4/10,12:57:51,202.120.176.217,33.245.6.131,25,8617
2016/4/26,17:38:53,202.120.158.245,33.245.6.131,80,34281
2016/4/19,12:54:00,202.120.156.71,33.245.6.131,25,16211
2016/4/16,13:07:23,202.120.154.21,33.245.6.131,8080,96679
2016/4/24,08:46:46,202.120.152.157,33.245.6.131,443,71900
2016/4/12,03:31:36,202.120.119.133,33.245.6.131,25,51067
2016/4/5,15:51:39,202.120.104.151,33.245.6.131,443,18122
2016/4/17,18:00:41,202.120.91.107,30.225.211.182,80,97171
2016/4/27,13:43:58,202.120.69.162,30.225.211.182,80,7648
2016/4/30,07:36:14,202.120.55.235,30.225.211.182,80,87957
2016/4/25,22:30:31,202.120.53.139,30.225.211.182,25,64154
2016/4/12,09:38:33,202.120.35.76,30.225.211.182,443,67758
2016/4/25,18:53:30,202.120.212.78,30.225.211.182,443,15514
2016/4/23,00:23:08,202.120.206.93,30.225.211.182,25,76299
2016/4/19,10:39:39,202.120.201.155,30.225.211.182,25,97203
2016/4/27,08:02:09,202.120.200.123,30.225.211.182,25,63444
2016/4/5,16:11:57,202.120.181.162,30.225.211.182,25,44347
2016/4/12,15:39:23,202.120.179.7,30.225.211.182,8080,17363
2016/4/29,14:41:41,202.120.179.134,30.225.211.182,8080,90957
2016/4/16,06:54:52,202.120.176.124,30.225.211.182,80,38810
2016/4/18,21:36:17,202.120.17.112,30.225.211.182,25,47165
2016/4/2,07:44:35,202.120.164.219,30.225.211.182,25,18249
2016/4/18,09:18:07,202.120.159.216,30.225.211.182,443,76754
2016/4/15,14:07:31,202.120.158.51,30.225.211.182,8080,16793
2016/4/9,04:17:22,202.120.134.113,30.225.211.182,25,31741
2016/4/20,22:08:40,202.120.130.76,30.225.211.182,80,8368
2016/4/23,04:54:54,202.120.126.98,30.225.211.182,443,55281
2016/4/22,00:12:33,202.120.122.124,30.225.211.182,8080,88405
2016/4/25,06:05:54,202.120.97.238,29.74.12.6,8080,67815
2016/4/8,14:10:25,202.120.82.151,29.74.12.6,443,90100
2016/4/2,19:08:17,202.120.59.238,29.74.12.6,443,94441
2016/4/24,13:10:19,202.120.43.93,29.74.12.6,25,23248
2016/4/5,15:31:09,202.120.40.253,29.74.12.6,8080,37055
2016/4/8,05:32:19,202.120.38.23,29.74.12.6,80,89773
2016/4/20,19:15:58,202.120.3.32,29.74.12.6,443,32120
2016/4/11,03:01:17,202.120.252.231,29.74.12.6,8080,41100
2016/4/18,13:10:39,202.120.217.237,29.74.12.6,443,54847
2016/4/6,16:35:22,202.120.214.28,29.74.12.6,25,1306
2016/4/13,13:24:55,202.120.202.110,29.74.12.6,8080,95096
2016/4/27,11:21:06,202.120.2.14,29.74.12.6,8080,42710
2016/4/6,07:40:02,202.120.196.109,29.74.12.6,8080,168
2016/4/20,21:06:31,202.120.194.110,29.74.12.6,25,62532
2016/4/2,08:45:45,202.120.185.120,29.74.12.6,443,27503
2016/4/5,16:31:10,202.120.160.163,29.74.12.6,8080,26216
2016/4/25,12:08:31,202.120.150.111,29.74.12.6,8080,81114
2016/4/26,22:29:56,202.120.142.172,29.74.12.6,25,41944
2016/4/20,07:29:05,202.120.140.182,29.74.12.6,80,28134
2016/4/7,14:26:52,202.120.14.160,29.74.12.6,443,2255
2016/4/14,16:37:06,202.120.131.20,29.74.12.6,80,5835
2016/4/20,07:43:47,202.120.125.174,29.74.12.6,80,93175
2016/4/28,15:39:35,202.120.120.6,29.74.12.6,25,60365
2016/4/5,14:13:24,202.120.113.230,29.74.12.6,8080,52600
2016/4/30,19:51:43,202.120.104.222,29.74.12.6,80,79148
2016/4/23,21:19:52,202.120.102.242,29.74.12.6,8080,4956
2016/4/9,18:26:24,202.120.99.93,28.174.73.78,25,29801
2016/4/13,06:37:41,202.120.78.247,28.174.73.78,80,69601
2016/4/2,01:54:40,202.120.74.64,28.174.73.78,443,33643
2016/4/7,07:34:13,202.120.54.126,28.174.73.78,25,66575
2016/4/8,08:43:07,202.120.37.45,28.174.73.78,80,95607
2016/4/3,02:20:42,202.120.29.62,28.174.73.78,443,337
2016/4/15,07:21:17,202.120.211.249,28.174.73.78,443,17953
2016/4/12,17:15:40,202.120.20.198,28.174.73.78,80,3920
2016/4/17,04:42:29,202.120.180.116,28.174.73.78,25,69125
2016/4/3,19:51:29,202.120.174.194,28.174.73.78,25,99202
2016/4/13,04:31:16,202.120.17.88,28.174.73.78,8080,53184
2016/4/11,01:48:47,202.120.159.235,28.174.73.78,8080,32761
2016/4/24,06:08:29,202.120.150.225,28.174.73.78,25,6671
2016/4/3,05:48:37,202.120.148.21,28.174.73.78,8080,52194
2016/4/23,12:09:39,202.120.123.178,28.174.73.78,80,96617
2016/4/9,04:53:58,202.120.120.85,28.174.73.78,443,66112
2016/4/23,08:20:04,202.120.10.106,28.174.73.78,443,49137
2016/4/8,14:49:25,202.120.86.23,27.104.239.46,25,58735
2016/4/5,14:55:56,202.120.57.11,27.104.239.46,8080,16607
2016/4/29,01:09:49,202.120.49.18,27.104.239.46,8080,88910
2016/4/17,18:49:33,202.120.33.128,27.104.239.46,8080,53005
2016/4/13,10:14:56,202.120.245.184,27.104.239.46,8080,35108
2016/4/29,06:10:20,202.120.224.40,27.104.239.46,443,74078
2016/4/22,01:20:20,202.120.22.255,27.104.239.46,8080,16716
2016/4/6,10:22:41,202.120.219.88,27.104.239.46,443,34679
2016/4/13,18:40:49,202.120.203.152,27.104.239.46,443,7097
2016/4/6,11:08:10,202.120.183.174,27.104.239.46,443,29847
2016/4/15,16:20:55,202.120.169.97,27.104.239.46,8080,44788
2016/4/7,13:40:19,202.120.158.78,27.104.239.46,8080,53549
2016/4/17,01:23:50,202.120.135.200,27.104.239.46,443,22519
2016/4/19,13:27:41,202.120.127.229,27.104.239.46,8080,65593
2016/4/27,21:17:07,202.120.127.168,27.104.239.46,80,14868
2016/4/8,23:07:01,202.120.99.198,26.85.60.116,443,75134
2016/4/29,14:36:12,202.120.97.33,26.85.60.116,25,53998
2016/4/19,05:28:43,202.120.6.101,26.85.60.116,8080,79503
2016/4/9,02:35:45,202.120.53.105,26.85.60.116,8080,49873
2016/4/1,05:19:52,202.120.256.160,26.85.60.116,25,58427
2016/4/24,20:20:53,202.120.244.163,26.85.60.116,80,88515
2016/4/15,18:04:31,202.120.239.105,26.85.60.116,443,89673
2016/4/8,21:40:31,202.120.229.46,26.85.60.116,443,62126
2016/4/11,13:30:47,202.120.22.54,26.85.60.116,8080,83454
2016/4/28,07:39:30,202.120.219.227,26.85.60.116,25,37260
2016/4/8,01:02:06,202.120.203.229,26.85.60.116,8080,54360
2016/4/22,03:48:29,202.120.159.177,26.85.60.116,80,19516
2016/4/11,21:22:44,202.120.121.65,26.85.60.116,80,12143
2016/4/30,21:40:27,202.120.12.124,26.85.60.116,443,24273
2016/4/28,23:08:14,202.120.103.132,26.85.60.116,8080,69213
2016/4/10,01:26:16,202.120.96.250,256.28.220.23,8080,10758
2016/4/17,13:49:29,202.120.75.34,256.28.220.23,443,44071
2016/4/22,04:51:49,202.120.68.189,256.28.220.23,25,20479
2016/4/8,16:59:31,202.120.58.26,256.28.220.23,443,90147
2016/4/7,18:23:53,202.120.56.161,256.28.220.23,443,58581
2016/4/8,08:21:48,202.120.51.56,256.28.220.23,80,91943
2016/4/20,05:13:35,202.120.26.37,256.28.220.23,25,27285
2016/4/29,18:06:32,202.120.250.52,256.28.220.23,443,11654
2016/4/4,17:59:00,202.120.241.236,256.28.220.23,443,76719
2016/4/29,18:19:12,202.120.213.128,256.28.220.23,25,72462
2016/4/30,08:09:42,202.120.208.155,256.28.220.23,25,99295
2016/4/14,14:04:49,202.120.204.104,256.28.220.23,80,97782
2016/4/29,21:10:43,202.120.201.154,256.28.220.23,443,47262
2016/4/7,03:59:51,202.120.189.23,256.28.220.23,25,29158
2016/4/8,15:13:58,202.120.185.33,256.28.220.23,443,18293
2016/4/16,15:35:02,202.120.172.180,256.28.220.23,80,9637
2016/4/21,01:55:02,202.120.156.82,256.28.220.23,8080,32620
2016/4/3,10:54:29,202.120.144.152,256.28.220.23,8080,44520
2016/4/5,22:43:04,202.120.140.102,256.28.220.23,25,15995
2016/4/15,18:00:21,202.120.132.95,256.28.220.23,80,50682
2016/4/30,12:08:57,202.120.119.111,256.28.220.23,25,62705
2016/4/28,01:01:34,202.120.113.59,256.28.220.23,25,57849
2016/4/19,07:27:09,202.120.99.139,256.124.31.94,8080,97110
2016/4/11,04:11:37,202.120.78.202,256.124.31.94,80,43536
2016/4/18,16:02:25,202.120.74.182,256.124.31.94,25,44754
2016/4/13,17:44:40,202.120.7.2,256.124.31.94,25,69595
2016/4/5,11:07:15,202.120.60.84,256.124.31.94,443,30490
2016/4/23,10:45:57,202.120.57.236,256.124.31.94,25,66874
2016/4/28,06:20:20,202.120.42.105,256.124.31.94,80,83490
2016/4/2,21:32:44,202.120.26.36,256.124.31.94,25,60724
2016/4/30,08:49:05,202.120.235.248,256.124.31.94,443,44331
2016/4/28,16:16:09,202.120.223.228,256.124.31.94,443,30457
2016/4/23,14:04:00,202.120.221.95,256.124.31.94,443,76303
2016/4/19,11:03:28,202.120.212.103,256.124.31.94,8080,98156
2016/4/27,10:09:04,202.120.185.148,256.124.31.94,8080,2698
2016/4/16,06:11:22,202.120.17.152,256.124.31.94,443,83033
2016/4/14,14:10:09,202.120.156.197,256.124.31.94,80,65977
2016/4/9,21:06:56,202.120.143.40,256.124.31.94,25,47161
2016/4/6,15:47:10,202.120.130.85,256.124.31.94,8080,80928
2016/4/17,11:47:19,202.120.130.249,256.124.31.94,80,72665
2016/4/1,17:24:54,202.120.119.163,256.124.31.94,8080,34632
2016/4/21,00:33:58,202.120.106.242,256.124.31.94,80,7281
2016/4/18,00:05:07,202.120.10.64,256.124.31.94,8080,287
2016/4/19,22:05:05,202.120.91.100,253.215.226.158,80,48097
2016/4/3,11:06:41,202.120.78.229,253.215.226.158,8080,72357
2016/4/4,08:12:41,202.120.75.55,253.215.226.158,80,69412
2016/4/29,05:12:12,202.120.67.185,253.215.226.158,443,22725
2016/4/19,00:41:59,202.120.60.143,253.215.226.158,25,48323
2016/4/23,02:29:09,202.120.56.115,253.215.226.158,25,23426
2016/4/13,08:32:57,202.120.55.73,253.215.226.158,25,32655
2016/4/10,05:59:28,202.120.253.50,253.215.226.158,25,21033
2016/4/22,16:35:32,202.120.243.251,253.215.226.158,80,32099
2016/4/3,01:11:24,202.120.24.217,253.215.226.158,25,1163
2016/4/22,01:03:59,202.120.22.111,253.215.226.158,8080,95138
2016/4/11,04:27:49,202.120.214.248,253.215.226.158,443,27306
2016/4/2,05:08:23,202.120.212.4,253.215.226.158,443,31792
2016/4/12,03:20:26,202.120.21.12,253.215.226.158,8080,18873
2016/4/20,20:51:46,202.120.204.111,253.215.226.158,80,33537
2016/4/29,18:58:13,202.120.197.217,253.215.226.158,8080,79810
2016/4/23,06:54:35,202.120.191.48,253.215.226.158,80,6916
2016/4/12,08:48:16,202.120.182.248,253.215.226.158,25,40191
2016/4/19,05:43:30,202.120.176.88,253.215.226.158,443,35327
2016/4/22,02:46:45,202.120.165.8,253.215.226.158,443,5809
2016/4/10,17:53:19,202.120.165.58,253.215.226.158,25,36312
2016/4/12,18:24:53,202.120.165.12,253.215.226.158,25,99721
2016/4/20,15:22:08,202.120.159.241,253.215.226.158,443,70370
2016/4/23,11:44:00,202.120.145.117,253.215.226.158,443,88480
2016/4/6,23:31:31,202.120.128.43,253.215.226.158,8080,68599
2016/4/28,11:19:32,202.120.127.180,253.215.226.158,25,91522
2016/4/8,06:55:44,202.120.12.107,253.215.226.158,8080,41711
2016/4/8,09:50:17,202.120.114.240,253.215.226.158,80,25416
2016/4/5,12:00:34,202.120.98.117,252.121.80.127,80,11232
2016/4/25,23:29:19,202.120.86.48,252.121.80.127,8080,8975
2016/4/17,04:55:55,202.120.6.253,252.121.80.127,25,91760
2016/4/15,00:10:24,202.120.59.158,252.121.80.127,25,5203
2016/4/12,18:30:14,202.120.47.55,252.121.80.127,443,98705
2016/4/27,08:53:32,202.120.40.184,252.121.80.127,443,67297
2016/4/8,23:03:39,202.120.234.46,252.121.80.127,443,1622
2016/4/18,21:31:53,202.120.218.94,252.121.80.127,8080,10436
2016/4/14,18:15:17,202.120.209.165,252.121.80.127,80,66108
2016/4/16,07:32:12,202.120.20.243,252.121.80.127,8080,44406
2016/4/19,16:48:17,202.120.197.77,252.121.80.127,80,91318
2016/4/13,14:28:34,202.120.190.100,252.121.80.127,8080,25023
2016/4/6,03:37:52,202.120.19.51,252.121.80.127,443,73750
